Name,Symbol,Price,1h price,24h price,7d price,30d price,Total volume 24h,Circulating supply,Total supply,Market cap
El Dorado Exchange,EDE,"US$0,051904",-,-,-,-,-,"
      2.177.392
    ","
      28,1 Juta
    ",US$112.750
Element Black,ELT,"US$0,00008011",-0.1%,3.0%,-12.1%,-45.7%,US$35.434,"
      1.384.760.130
    ","
      4 Miliar
    ",US$111.176
Luna Inu,LINU,"US$0,000000000147991",-,-0.6%,-2.8%,-16.0%,"US$49,95","
      749.167.374.404.513
    ","
      1 Quadriliun
    ",US$110.870
UniPower,POWER,"US$0,112182",-0.5%,-10.3%,-16.1%,-8.9%,US$300.648,"
      990.250
    ","
      1 Juta
    ",US$110.845
Wistaverse,WISTA,"US$0,00441633",-0.0%,-6.6%,-14.4%,-63.0%,US$134.355,"
      24.981.833
    ","
      42 Juta
    ",US$110.499
Emerald Crypto,EMD,"US$0,00551200",-0.0%,-0.0%,-27.9%,-24.8%,"US$13,62","
      20.041.668
    ","
      32 Juta
    ",US$110.470
Drunk Robots,METAL,"US$0,00049609",-0.2%,-1.0%,0.7%,-8.9%,US$13.316,"
      222.331.652
    ","
      2,75 Miliar
    ",US$110.224
Mercurial,MER,"US$0,00019534",-0.3%,-2.2%,-10.6%,-18.9%,US$12.953,"
      563.022.063
    ","
      1 Miliar
    ",US$110.212
X42 Protocol,X42,"US$0,00498704",-0.1%,-0.8%,-4.0%,-17.7%,US$463,"
      21.910.304
    ","
      42 Juta
    ",US$109.268
Osean,OSEAN,"US$0,00014272",-,-,-,-,-,"
      683.169.000
    ","
      980 Juta
    ","US$97.500,21"
SharedStake Governance v2,SGTV2,"US$0,04017221",-0.1%,-3.9%,-10.8%,-78.8%,US$290,"
      2.715.631
    ","
      8,89 Juta
    ",US$109.231
Soy Finance,SOY,"US$0,00084654",-0.1%,-2.3%,-7.2%,-49.2%,US$969,"
      128.552.916
    ","
      207 Juta
    ",US$108.825
beFITTER,FIU,"US$0,00062002",-0.1%,0.2%,-11.6%,-28.1%,US$18.850,"
      174.717.443
    ","
      1 Miliar
    ",US$108.341
CorgiCoin,CORGI,"US$0,00001077",-,-,-,-,-,"
      10.000.000.000
    ","
      10 Miliar
    ",US$107.690
8Pay,8PAY,"US$0,00166795",0.0%,5.3%,17.6%,-9.3%,US$1.300,"
      64.727.636
    ","
      88,9 Juta
    ",US$107.975
Channels,CAN,"US$0,00014375",1.7%,2.0%,10.0%,5.0%,US$26.803,"
      742.945.665
    ","
      1 Miliar
    ",US$107.068
ShopNext Loyalty Token,NEXT,"US$0,00705863",-1.6%,-5.1%,-35.8%,-35.2%,US$22.319,"
      15.376.685
    ","
      100 Juta
    ",US$107.048
Trava Capital,TOD,"US$0,328054",-,-,-,-,-,"
      317.876
    ","
      318 Ribu
    ",US$104.280
NFT Stars,NFTS,"US$0,077326",-0.1%,1.2%,-4.3%,-4.8%,US$103,"
      1.374.249
    ","
      20 Juta
    ",US$106.330
Lucretius,LUC,"US$0,00019977",-0.5%,-1.4%,-16.1%,-40.7%,US$11.891,"
      526.528.430
    ","
      604 Juta
    ",US$105.153
Basis Cash,BAC,"US$0,00192173",-0.1%,2.1%,-1.4%,-2.8%,US$22.548,"
      54.575.250
    ","
      54,6 Juta
    ",US$105.036
Ebox,EBOX,"US$0,00351533",-0.1%,4.1%,-4.1%,27.8%,US$441,"
      29.867.203
    ","
      65 Juta
    ",US$105.058
Polinate,POLI,"US$0,00045428",1.3%,-1.0%,-6.3%,-14.0%,US$28.390,"
      232.709.253
    ","
      500 Juta
    ",US$104.789
Stone,STN,"US$0,00374618",1.1%,-12.2%,-14.7%,-74.8%,US$30.237,"
      28.046.402
    ","
      100 Juta
    ",US$104.743
Levante U.D. Fan Token,LEV,"US$0,341271",0.2%,0.5%,-11.5%,-20.4%,US$13.447,"
      307.756
    ","
      2 Juta
    ",US$104.495
Cook,COOK,"US$0,00005264",-0.5%,-3.1%,-5.0%,-8.1%,US$51.586,"
      1.974.010.840
    ","
      10 Miliar
    ",US$104.233
Nsure Network,NSURE,"US$0,00461171",4.8%,-7.4%,-10.7%,-46.5%,US$631.447,"
      23.727.236
    ","
      57,9 Juta
    ",US$103.827
Parachute,PAR,"US$0,00016556",0.6%,-1.2%,-3.5%,-4.0%,US$309.016,"
      620.935.071
    ","
      1 Miliar
    ",US$102.855
Cryptomeda,TECH,"US$0,00040294",0.5%,-0.2%,-3.4%,-13.1%,"US$1,05","
      255.480.112
    ","
      998 Juta
    ",US$102.390
Apes Go Bananas,AGB,"US$0,000000000124688",0.7%,-5.9%,-0.8%,-21.4%,US$363.224,"
      819.200.000.000.000
    ","
      819 Triliun
    ",US$102.199
OpenAlexa Protocol,OAP,"US$0,00752481",0.0%,0.1%,23.9%,18.7%,"US$37,68","
      13.570.688
    ","
      10 Juta
    ",US$102.133
Spaceswap MILK2,MILK2,"US$0,00451844",-0.1%,31.3%,-0.3%,-4.0%,US$4.549,"
      22.582.180
    ","
      22,6 Juta
    ",US$102.099
Creo Engine,CREO,"US$0,00101732",0.1%,0.6%,0.8%,-19.4%,US$112.221,"
      100.341.852
    ","
      998 Juta
    ",US$102.037
Decentralized Nations,DENA,"US$0,131539",-,-,-,-,-,"
      742.734
    ","
      992 Ribu
    ","US$97.698,09"
Dynamix,DYNA,"US$0,000000000171768",-,-,-,-,-,"
      528.866.594.042.176
    ","
      1 Quadriliun
    ","US$90.842,51"
IHT Real Estate Protocol,IHT,"US$0,00010313",1.1%,2.0%,1.9%,2.2%,US$28.848,"
      994.999.999
    ","
      1 Miliar
    ",US$101.480
CNNS,CNNS,"US$0,00005799",0.4%,1.2%,-0.4%,-14.8%,US$26.239,"
      1.759.209.000
    ","
      10 Miliar
    ",US$101.459
ArQmA,ARQ,"US$0,00419962",-0.0%,-0.9%,-3.9%,-10.9%,"US$10,57","
      24.007.332
    ","
      50 Juta
    ",US$100.822
Vader Protocol,VADER,"US$0,00001654",-1.0%,-2.8%,-3.0%,-14.5%,US$26.442,"
      6.105.564.245
    ","
      25 Miliar
    ",US$100.823
SportsIcon,$ICONS,"US$0,01292847",1.6%,-3.2%,-2.6%,-24.5%,US$28.734,"
      7.825.735
    ","
      30 Juta
    ",US$100.347
Moremoney Finance,MORE,"US$0,00144470",-0.0%,-0.2%,0.8%,-16.7%,"US$10,60","
      69.437.476
    ","
      1 Miliar
    ",US$100.346
Playcent,PCNT,"US$0,00363249",-1.4%,-0.4%,-1.3%,20.9%,US$29.714,"
      27.341.255
    ","
      60 Juta
    ",US$100.267
Sphere,SPHR,"US$0,00787166",-,-,-,-,-,"
      12.484.344
    ","
      12,5 Juta
    ","US$98.272,46"
XFL,XFL,"US$0,00000976",-,-,-,-,-,"
      10.000.000.000
    ","
      10 Miliar
    ","US$97.597,09"
Demeter,DEO,"US$0,03026590",-2.2%,-1.7%,-15.8%,-26.2%,US$193,"
      3.266.548
    ","
      3,27 Juta
    ","US$98.871,72"
AstroTools,ASTRO,"US$0,03684019",-,-,-,-,-,"
      2.640.303
    ","
      5 Juta
    ","US$97.269,26"
Lien,LIEN,"US$0,279526",-0.6%,2.2%,-1.0%,-0.9%,US$29.929,"
      354.874
    ","
      1 Juta
    ","US$98.678,59"
Bitcoin Scrypt,BTCS,"US$0,00498704",-,-,-,-,-,"
      19.608.211
    ","
      21 Juta
    ","US$97.787,02"
Orion Money,ORION,"US$0,00104170",1.0%,4.2%,4.1%,-3.7%,US$27.425,"
      95.025.405
    ","
      1 Miliar
    ","US$98.309,86"
Pinkcoin,PINK,"US$0,00020995",-0.0%,-0.7%,20.3%,-30.3%,US$242,"
      467.812.108
    ","
      500 Juta
    ","US$98.216,60"
Crypto Fight Club,FIGHT,"US$0,00033585",-,-,-,-,-,"
      285.161.327
    ","
      1,01 Miliar
    ","US$95.770,16"
Baked,BAKED,"US$0,00140334",0.9%,-3.6%,0.0%,-5.0%,US$29.683,"
      69.803.472
    ","
      300 Juta
    ","US$97.232,49"
Phore,PHR,"US$0,00314971",-,-,-,-,-,"
      30.536.189
    ","
      18,6 Juta
    ","US$96.180,21"
Pascal,PASC,"US$0,00236894",0.2%,-0.6%,-13.2%,-9.5%,"US$89,95","
      40.786.300
    ","
      42 Juta
    ","US$96.620,41"
Shack,SHACK,"US$0,00009459",-0.0%,-2.0%,18.6%,8.8%,US$134,"
      1.020.000.002
    ","
      1,02 Miliar
    ","US$96.544,54"
ART CAN DIE,DIE,"US$0,03836723",0.2%,0.1%,-0.1%,0.0%,US$23.609,"
      2.514.641
    ","
      21 Juta
    ","US$96.435,12"
Zeepin,ZPT,"US$0,00019144",0.2%,0.7%,-2.4%,-6.4%,US$35.651,"
      500.000.000
    ","
      1 Miliar
    ","US$96.260,70"
indaHash,IDH,"US$0,00028584",-,-,-,-,-,"
      330.405.906
    ","
      400 Juta
    ","US$94.442,03"
SolChicks,CHICKS,"US$0,00004668",0.1%,-0.4%,-2.7%,-5.6%,"US$0,633757","
      2.058.562.713
    ","
      10 Miliar
    ","US$96.073,37"
Hashgard,GARD,"US$0,00000961",0.2%,1.4%,-8.5%,-5.9%,US$28.516,"
      10.000.000.000
    ","
      10 Miliar
    ","US$95.937,49"
Dora Factory [OLD],DORA,"US$0,01858130",-1.9%,0.5%,-5.3%,-98.7%,US$48.798,"
      5.130.580
    ","
      10 Juta
    ","US$95.596,13"
Dogey-Inu,DINU,"US$0,000000000235945",-0.1%,-3.8%,-16.2%,-30.0%,"US$96,00","
      404.712.290.556.319
    ","
      1 Quadriliun
    ","US$95.610,41"
TridentDAO,PSI,"US$0,04519366",-0.6%,-0.2%,-13.4%,-19.4%,US$181.594,"
      2.097.902
    ","
      9,44 Juta
    ","US$95.350,08"
Seba,SEBA,"US$0,00043822",-,-,-,-,-,"
      195.000.000
    ","
      250 Juta
    ","US$85.452,04"
CoTrader,COT,"US$0,00000502",-0.2%,-1.8%,-15.6%,-9.4%,US$120,"
      18.886.520.618
    ","
      20 Miliar
    ","US$94.841,18"
MUSK Gold,MUSK,"US$0,00274387",-0.1%,-0.1%,-7.7%,-30.0%,US$1.288,"
      34.521.000
    ","
      690 Juta
    ","US$94.840,96"
Phoenix Finance,PHX,"US$0,00144555",-0.7%,-1.3%,-1.5%,-4.6%,US$39.516,"
      64.671.530
    ","
      176 Juta
    ","US$94.757,63"
Yieldwatch,WATCH,"US$0,00960570",-0.0%,-13.8%,-7.1%,-15.6%,"US$30,98","
      9.800.000
    ","
      20 Juta
    ","US$94.188,76"
Skull,SKULL,"US$0,00974501",-0.2%,-0.9%,-0.2%,-3.2%,"US$0,821149","
      9.595.366
    ","
      10 Juta
    ","US$93.655,99"
Türkiye Basketbol Federasyonu Fan Token,TBFT,"US$0,00958860",2.2%,-2.7%,-6.8%,-28.5%,US$10.486,"
      9.792.022
    ","
      10 Juta
    ","US$93.545,69"
Public Index Network,PIN,"US$0,00059582",-,-0.5%,2.9%,30.5%,"US$3,13","
      156.720.418
    ","
      160 Juta
    ","US$93.377,25"
Ravendex,RAVE,"US$0,00012451",-,-,-,-,-,"
      723.700.000
    ","
      1 Miliar
    ","US$90.106,99"
Finance Vote,FVT,"US$0,00044827",-,-,-,-,-,"
      204.714.181
    ","
      990 Juta
    ","US$91.766,38"
Benzene,BZN,"US$0,090570",-,-,-,-,-,"
      1.008.216
    ","
      99,5 Juta
    ","US$91.314,30"
LocalTrade,LTT,"US$0,01383805",0.1%,0.1%,-3.0%,-6.9%,US$176.406,"
      6.691.609
    ","
      40,2 Juta
    ","US$92.669,43"
DackieSwap,DACKIE,"US$0,00185168",-0.0%,-4.8%,5.5%,-92.1%,US$1.526,"
      50.046.701
    ","
      959 Juta
    ","US$92.636,35"
Hamster Groomers,GROOMER,"US$0,000000000388223",-,-,-,-,-,"
      227.656.159.903.023
    ","
      536 Triliun
    ","US$90.544,21"
Momo v2,MOMO V2,"US$0,000000129220",3.0%,13.9%,-36.9%,-,US$42.133,"
      715.000.000.000
    ","
      1 Triliun
    ","US$92.372,81"
Artem,ARTEM,"US$0,00121767",0.0%,0.2%,1.2%,-0.9%,US$19.515,"
      75.478.000
    ","
      1 Miliar
    ","US$91.913,02"
Omni Consumer Protocol,OCP,"US$0,00772523",-,0.1%,0.0%,-0.5%,"US$33,72","
      11.901.825
    ","
      100 Juta
    ","US$91.944,39"
EnterDAO,ENTR,"US$0,00299405",-,-0.2%,4.2%,25.2%,"US$31,80","
      30.631.933
    ","
      100 Juta
    ","US$91.713,63"
BitTube,TUBE,"US$0,00026248",-0.0%,-50.4%,-51.9%,-49.9%,"US$32,52","
      348.711.135
    ","
      34,1 Juta
    ","US$91.528,31"
Galaxy Blitz,MIT,"US$0,01124314",1.0%,0.1%,-6.0%,-22.6%,US$69.992,"
      8.345.624
    ","
      100 Juta
    ","US$91.323,20"
Equilibre,VARA,"US$0,00517881",0.1%,-1.8%,-0.7%,59.5%,US$156,"
      17.601.829
    ","
      53,4 Juta
    ","US$91.162,06"
Aavegotchi KEK,KEK,"US$0,00562979",0.1%,-0.6%,-6.0%,2.2%,US$126,"
      16.150.455
    ","
      2,04 Miliar
    ","US$90.936,21"
Unity Network,UNT,"US$0,01090842",-,-,-,-,-,"
      8.013.086
    ","
      9,98 Juta
    ","US$87.410,14"
Stohn Coin,SOH,"US$0,00407813",-37.5%,-42.7%,-34.6%,-61.3%,US$51.773,"
      13.846.514
    ","
      13,8 Juta
    ","US$90.299,71"
INSF,INSF,"US$8,92",-,-,-,-,-,"
      10.000
    ","
      10 Ribu
    ","US$89.241,85"
SolDoge,SDOGE,"US$0,00000926",-3.3%,11.2%,89.8%,-11.3%,US$1.030,"
      10.000.000.000
    ","
      10 Miliar
    ","US$90.155,11"
Forefront,FF,"US$0,103971",-,-,-,-,-,"
      862.384
    ","
      10 Juta
    ","US$89.663,23"
Float Protocol,BANK,"US$0,674284",0.6%,0.0%,-4.7%,-7.6%,US$36.157,"
      134.313
    ","
      298 Ribu
    ","US$90.086,54"
OnX Finance,ONX,"US$0,00915702",-0.5%,-1.5%,1.6%,44.6%,US$25.907,"
      9.883.242
    ","
      9,91 Juta
    ","US$90.078,42"
Statik,STATIK,"US$0,902820",-,-,-,-,-,"
      107.285
    ","
      107 Ribu
    ","US$96.859,34"
GOLCOIN,GOLC,"US$0,075545",-5.0%,-26.8%,-33.5%,-44.7%,US$2.361.983,"
      1.187.223
    ","
      67,4 Juta
    ","US$89.424,51"
One Cash,ONC,"US$0,057891",-1.1%,1.9%,-1.1%,7.2%,US$28.868,"
      1.531.947
    ","
      1,53 Juta
    ","US$89.307,86"
Scream,SCREAM,"US$0,204804",-0.3%,-0.2%,10.3%,-42.1%,US$120,"
      435.341
    ","
      2 Juta
    ","US$89.159,77"
Game Fantasy,GFT,"US$0,03716336",0.0%,0.2%,-0.6%,2.8%,US$274,"
      2.406.327
    ","
      726 Ribu
    ","US$88.863,37"
MoonLana,MOLA,"US$0,00002115",-,-0.6%,8.0%,9.5%,"US$12,72","
      4.187.873.994
    ","
      4,2 Miliar
    ","US$88.554,69"
Yield Protocol,YIELD,"US$0,00122774",-0.2%,2.3%,-2.8%,-22.3%,US$52.489,"
      71.448.816
    ","
      141 Juta
    ","US$88.720,11"
COR Token,COR,"US$0,00046286",-0.1%,-42.2%,-7.6%,-21.0%,US$255,"
      191.142.650
    ","
      500 Juta
    ","US$88.638,39"
Autobahn Network,TXL,"US$0,00069356",-,0.0%,-84.3%,-85.5%,"US$16,97","
      127.121.647
    ","
      600 Juta
    ","US$88.166,51"
MAXX Finance,MAXX,"US$0,00000269",-,-,-,-,-,"
      31.688.490.680
    ","
      99,6 Miliar
    ","US$85.130,50"
DarkCrypto Share,SKY,"US$1,14",0.1%,-1.0%,-1.3%,-31.9%,"US$16,82","
      77.385
    ","
      70,1 Ribu
    ","US$87.889,55"
Sportium,SPRT,"US$0,00043555",0.2%,-0.1%,-12.4%,-15.4%,US$162.836,"
      202.336.830
    ","
      1 Miliar
    ","US$87.802,86"
Pine,PINE,"US$0,00745900",3.7%,-6.7%,16.5%,-20.2%,US$64.370,"
      11.715.441
    ","
      199 Juta
    ","US$87.502,17"
UnitedCrowd,UCT,"US$0,00189815",-,-,-,-,-,"
      45.689.057
    ","
      586 Juta
    ","US$86.724,53"
Crabada,CRA,"US$0,00024304",-0.1%,0.2%,3.1%,-37.2%,"US$3,76","
      355.983.565
    ","
      1 Miliar
    ","US$86.621,12"
Brick,BRICK,"US$0,288809",-,-,-,-,-,"
      296.544
    ","
      1 Juta
    ","US$85.644,49"
Heavenland HTO,HTO,"US$0,00169504",0.7%,-0.7%,-2.4%,9.2%,US$3.458,"
      50.646.292
    ","
      500 Juta
    ","US$85.857,43"
NDB,NDB,"US$0,00464348",-0.2%,-2.0%,-4.8%,-7.3%,US$3.543,"
      18.439.999
    ","
      1 Triliun
    ","US$85.638,63"
Lunyr,LUN,"US$0,03165201",0.0%,-11.7%,-32.4%,163.4%,"US$0,901807","
      2.703.356
    ","
      2,7 Juta
    ","US$85.611,38"
CrossSwap,CSWAP,"US$0,00379494",-,-,-,-,-,"
      20.000.000
    ","
      20 Juta
    ","US$75.898,88"
ArGoApp,ARGO,"US$0,00472509",-,-,-,-,-,"
      17.615.769
    ","
      65,5 Juta
    ","US$83.236,01"
WolfSafePoorPeople,WSPP,"US$0,000000000006243",-0.0%,-1.0%,-5.6%,-9.0%,US$224,"
      13.542.390.331.799.897
    ","
      50 Quadriliun
    ","US$84.635,37"
Solberg,SLB,"US$0,00902247",-0.1%,-0.8%,-1.2%,-5.0%,"US$33,01","
      9.361.004
    ","
      100 Juta
    ","US$84.499,54"
SeChain,SNN,"US$0,00000264",-0.4%,-3.9%,-8.8%,-12.3%,"US$0,352524","
      32.000.000.000
    ","
      39 Miliar
    ","US$84.460,56"
Graphene,GFN,"US$0,00209981",-,-,-,-,-,"
      40.509.870
    ","
      112 Juta
    ","US$85.062,96"
dFund,DFND,"US$0,00025077",0.7%,-0.2%,-0.5%,-13.5%,US$46.334,"
      335.202.470
    ","
      1 Miliar
    ","US$83.893,35"
Meta BSC,META,"US$0,000000074916",-,-,-,-,-,"
      1.000.000.000.000
    ","
      1 Triliun
    ","US$74.915,52"
CluCoin,CLU,"US$0,000000000280956",0.1%,0.1%,21.7%,16.8%,"US$7,89","
      296.905.990.618.046
    ","
      1 Quadriliun
    ","US$83.430,57"
2ACoin,ARMS,"US$0,00745432",-0.1%,-0.3%,-5.3%,90.7%,"US$98,22","
      11.179.977
    ","
      17,9 Juta
    ","US$83.339,12"
YIN Finance,YIN,"US$0,00874533",-0.6%,-5.3%,-12.4%,44.3%,US$29.663,"
      9.482.236
    ","
      100 Juta
    ","US$83.258,28"
Trinity Network Credit,TNC,"US$0,00017090",0.1%,-0.3%,-5.4%,6.2%,US$35.734,"
      485.996.565
    ","
      1 Miliar
    ","US$82.789,67"
CryptoTask,CTASK,"US$0,063423",-9.1%,-0.3%,-3.5%,-13.0%,US$17.815,"
      1.308.146
    ","
      15,4 Juta
    ","US$82.784,18"
ZENZO,ZNZ,"US$0,00376070",1.6%,7.7%,6.0%,29.4%,"US$37,30","
      21.853.492
    ","
      83 Juta
    ","US$82.507,12"
CatoCoin,CATO,"US$0,00099741",-0.1%,1.9%,-1.4%,0.1%,"US$35,23","
      82.253.535
    ","
      144 Juta
    ","US$82.040,41"
Snowswap,SNOW,"US$0,233897",-0.8%,1.7%,2.9%,-9.2%,US$28.899,"
      349.664
    ","
      500 Ribu
    ","US$81.730,35"
Rage.Fan,RAGE,"US$0,00062450",-0.1%,2.2%,-1.5%,-6.6%,US$17.071,"
      130.671.800
    ","
      400 Juta
    ","US$81.371,41"
SakeSwap,SAKE,"US$0,00110170",-1.1%,0.6%,7.6%,-2.9%,US$50.957,"
      73.697.604
    ","
      136 Juta
    ","US$81.334,55"
Huckleberry,FINN,"US$0,00160440",-0.7%,-5.0%,-10.2%,-6.7%,US$992,"
      50.534.438
    ","
      100 Juta
    ","US$80.879,83"
MotoGP Fan Token,MGPT,"US$0,00374329",0.5%,-7.0%,-0.8%,-4.4%,US$19.578,"
      21.535.975
    ","
      21,5 Juta
    ","US$80.247,43"
CoreStarter,CSTR,"US$0,00175522",-0.3%,-0.4%,1.8%,-9.2%,US$29.424,"
      45.400.645
    ","
      100 Juta
    ","US$79.907,76"
Catex,CATT,"US$0,00008832",0.0%,3.6%,-1.1%,10.0%,"US$2,56","
      901.834.617
    ","
      1,9 Miliar
    ","US$79.647,21"
ODEM,ODE,"US$0,00007979",-77.6%,-77.9%,-78.0%,-67.2%,"US$0,00248687","
      221.946.101
    ","
      397 Juta
    ","US$78.985,30"
JPEG (Ordinals),JPEG,"US$0,00367466",-,-,-,-,-,"
      21.000.000
    ","
      21 Juta
    ","US$77.167,95"
Primas,PST,"US$0,00152518",-0.7%,2.8%,1.2%,-4.2%,US$23.625,"
      51.199.999
    ","
      100 Juta
    ","US$78.089,40"
Hashtagger,MOOO,"US$0,03934197",0.0%,4.9%,-0.2%,1.8%,US$19.255,"
      1.986.337
    ","
      30 Juta
    ","US$77.995,56"
Shadows,DOWS,"US$0,00289983",3.7%,9.6%,4.4%,7.0%,US$28.412,"
      26.500.000
    ","
      45,1 Juta
    ","US$77.771,38"
KuSwap,KUS,"US$0,00606278",0.1%,-2.3%,-1.6%,-7.6%,US$142,"
      12.835.778
    ","
      5,32 Juta
    ","US$77.588,89"
ETHA Lend,ETHA,"US$0,00976105",0.1%,-1.1%,-3.8%,-6.2%,US$305.274,"
      7.908.034
    ","
      30 Juta
    ","US$77.303,55"
SWAPZ.app,SWAPZ,"US$0,00041202",-0.0%,1.7%,-4.5%,-8.5%,US$123,"
      187.513.406
    ","
      289 Juta
    ","US$77.181,66"
TheFlashCurrency,TFC,"US$0,00001134",0.0%,7.7%,18.1%,-6.5%,US$381,"
      6.799.999.001
    ","
      8 Miliar
    ","US$77.114,40"
Coinerr,ERR,"US$0,00000612",-,-,-,-,-,"
      12.650.000.000
    ","
      21,7 Miliar
    ","US$77.392,70"
Pepe Le Pew Coin,$PLPC,"US$0,000000000639504",-,-,-,-,-,"
      117.987.582.655.994
    ","
      161 Triliun
    ","US$75.453,54"
Y Coin,YCO,"US$0,00556686",3.0%,-6.0%,-8.7%,-0.2%,US$39.710,"
      14.098.141
    ","
      15 Juta
    ","US$76.033,63"
Relevant,REL,"US$0,00833012",-,-,-,-,-,"
      8.940.460
    ","
      17 Juta
    ","US$74.475,10"
Zero,ZER,"US$0,00577447",-0.0%,-4.9%,-29.4%,-4.2%,"US$2,14","
      12.991.391
    ","
      17 Juta
    ","US$75.018,43"
Cryptopolis,CPO,"US$0,00104637",0.4%,0.9%,-13.4%,-10.3%,US$3.254,"
      71.651.545
    ","
      738 Juta
    ","US$75.029,55"
GamyFi,GFX,"US$0,02326555",-,-,-,-,-,"
      3.200.000
    ","
      10 Juta
    ","US$74.449,77"
Datamine FLUX,FLUX,"US$0,03511864",-0.0%,-2.7%,-10.3%,-35.0%,US$181,"
      2.128.146
    ","
      2,13 Juta
    ","US$74.737,61"
DeVault,DVT,"US$0,00013124",-0.0%,-0.8%,-3.8%,-16.4%,"US$14,10","
      569.077.309
    ","
      2 Miliar
    ","US$74.684,58"
Skyrim Finance,SKYRIM,"US$0,00196965",-0.3%,2.8%,-2.5%,-14.9%,US$28.924,"
      37.633.170
    ","
      100 Juta
    ","US$74.351,15"
Peachfolio,PCHF,"US$0,00018504",-0.0%,0.8%,-3.2%,2.0%,"US$59,38","
      400.924.747
    ","
      950 Juta
    ","US$74.185,80"
SwiftCash,SWIFT,"US$0,00030729",6.4%,16.7%,-49.6%,-50.7%,"US$92,01","
      241.110.944
    ","
      5 Miliar
    ","US$74.090,00"
Gapcoin,GAP,"US$0,00419962",-0.0%,-0.8%,-3.9%,-5.5%,"US$0,665289","
      17.634.537
    ","
      -
    ","US$74.058,29"
renDOGE,RENDOGE,"US$0,01292594",-,-,-,-,-,"
      5.798.287
    ","
      5,8 Juta
    ","US$74.948,31"
KeyFi,KEYFI,"US$0,02540897",-,-39.6%,-4.0%,-38.3%,"US$1,67","
      2.894.446
    ","
      8,99 Juta
    ","US$73.544,87"
0x_nodes,BIOS,"US$0,01402226",-,-,-,-,-,"
      5.182.641
    ","
      10 Juta
    ","US$72.672,31"
FlokiBonk,FLOBO,"US$0,000000000065862",-,-,-,-,-,"
      1.000.000.000.000.000
    ","
      1 Quadriliun
    ","US$65.862,47"
iDypius,IDYP,"US$0,00051437",-1.1%,6.5%,-6.8%,-6.4%,US$52.338,"
      142.423.243
    ","
      300 Juta
    ","US$73.152,53"
Silver Stonks,SSTX,"US$0,000000093358",-,-,-,-,-,"
      747.566.991.914
    ","
      2,3 Triliun
    ","US$69.791,45"
Bitnet,BTN,"US$0,130920",-18.2%,30.3%,-27.1%,-69.6%,US$161.959,"
      534.713
    ","
      -
    ","US$72.501,08"
SHIBONK,SBONK,"US$0,677575",-0.2%,-2.2%,12.1%,59.7%,US$289,"
      106.054
    ","
      350 Ribu
    ","US$71.878,50"
Cryptostone,CPS,"US$0,00000758",-0.0%,8.1%,7.8%,-15.8%,"US$1,03","
      9.476.512.850
    ","
      29 Miliar
    ","US$71.803,19"
Lightcoin,LHC,"US$0,00099741",0.0%,1.9%,-52.5%,-28.2%,US$109,"
      71.094.107
    ","
      71,1 Juta
    ","US$70.909,90"
Oh! Finance,OH,"US$0,00171795",-,-,-,-,-,"
      40.866.616
    ","
      100 Juta
    ","US$70.207,00"
Rich,RCH,"US$0,00016641",-,-,-,-,-,"
      417.548.222
    ","
      1,14 Miliar
    ","US$69.485,93"
MemeDAO,MEMD,"US$0,000000000166567",0.0%,0.7%,1.1%,-17.0%,US$1.487,"
      420.690.000.000.000
    ","
      421 Triliun
    ","US$70.107,77"
Sway Social,SWAY,"US$0,00203392",-0.2%,2.1%,4.9%,8.8%,US$19.384,"
      34.017.893
    ","
      100 Juta
    ","US$69.337,08"
Karma DAO,KARMA,"US$0,01222894",-,-0.1%,-7.4%,-23.1%,US$151,"
      5.620.563
    ","
      10 Juta
    ","US$68.733,51"
Fluffy Coin,FLUF,"US$0,00010285",-,-,-,-,-,"
      600.000.000
    ","
      900 Juta
    ","US$61.710,01"
Moola,AXPR,"US$0,00022253",-,-,-,-,-,"
      303.311.552
    ","
      350 Juta
    ","US$67.495,10"
Lunch Money,LMY,"US$0,00047710",-0.1%,-28.8%,-2.4%,-58.9%,"US$0,00367617","
      143.568.412
    ","
      184 Juta
    ","US$68.496,87"
Covenants,UNIFI,"US$0,04847303",-,-2.8%,-28.2%,-10.1%,"US$93,85","
      1.411.335
    ","
      1,41 Juta
    ","US$68.411,68"
Mochi Market,MOMA,"US$0,00186124",-1.0%,-2.4%,-7.6%,-18.2%,US$25.699,"
      37.010.851
    ","
      100 Juta
    ","US$68.236,21"
Aluna,ALN,"US$0,00193513",-0.5%,-6.5%,-15.0%,-20.1%,US$47.812,"
      35.459.664
    ","
      99,8 Juta
    ","US$68.176,55"
Metacourt,BLS,"US$0,00026719",-0.1%,7.6%,15.5%,-10.5%,US$638,"
      254.629.060
    ","
      950 Juta
    ","US$68.110,76"
Rabbit Finance,RABBIT,"US$0,00063877",-0.1%,-0.8%,3.7%,-4.0%,"US$50,60","
      106.449.488
    ","
      179 Juta
    ","US$68.072,92"
Auxilium,AUX,"US$0,00047923",0.6%,-2.4%,-6.5%,-0.4%,US$30.772,"
      141.900.578
    ","
      300 Juta
    ","US$68.003,07"
Waifu,WAIFU,"US$0,00101363",-,-,-,-,-,"
      64.487.895
    ","
      69 Juta
    ","US$65.367,18"
Warena,RENA,"US$0,00071343",-0.3%,4.8%,-3.1%,23.8%,US$19.189,"
      94.993.156
    ","
      100 Juta
    ","US$67.781,34"
